Symbol,Name,Exchange,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
HT^D,Hersha Hospitality Trust,NYSE,24.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ht^d
HSY,Hershey Company (The),NYSE,100,$21.22B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",NYSE,33.32,$2.83B,2016,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/htz
HES,Hess Corporation,NYSE,46.42,$14.7B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hes
HES^A,Hess Corporation,NYSE,57.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hes^a
HPE,Hewlett Packard Enterprise Company,NYSE,22.04,$36.71B,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,NYSE,45.62,$4.19B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hxl
HF,"HFF, Inc.",NYSE,27.01,$1.03B,2007,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/hf
HGG,"HHGregg, Inc.",NYSE,1.62,$45.03M,2007,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/hgg
HCLP,Hi-Crush Partners LP,NYSE,14.5,$923.19M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/hclp
NHF,Highland Funds I,NYSE,20.63,$330M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nhf
HIW,"Highwoods Properties, Inc.",NYSE,47.23,$4.73B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",NYSE,3,$155.25M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,NYSE,29.1,$1.84B,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,NYSE,57.41,$3.76B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,NYSE,24.3,$2.39B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hth
HLT,Hilton Worldwide Holdings Inc.,NYSE,22.59,$22.36B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt
HNI,HNI Corporation,NYSE,40.18,$1.79B,n/a,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,NYSE,17.6,$463.09M,2014,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hmlp
HEP,"Holly Energy Partners, L.P.",NYSE,29.7,$1.76B,2004,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,NYSE,23.67,$4.18B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",NYSE,120.91,$149.39B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",NYSE,27.71,$49.94B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,NYSE,108.25,$82.5B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,NYSE,33.3,$1.34B,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,NYSE,20.73,$377.14M,2015,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hzn
HTF,Horizon Technology Finance Corporation,NYSE,26.1,$301.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
HRL,Hormel Foods Corporation,NYSE,36.43,$19.28B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,NYSE,3.61,$131.18M,2004,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/hos
HST,"Host Hotels & Resorts, Inc.",NYSE,15.16,$11.26B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",NYSE,23.48,$1.57B,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,NYSE,1.59,$234.2M,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),NYSE,104.83,$4.18B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,NYSE,14.71,$25.17B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/hpq
HRG,"HRG Group, Inc.",NYSE,14.54,$2.92B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
HSBC,HSBC Holdings plc,NYSE,37.03,$146.74B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,NYSE,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hsbc^a
HSEA,HSBC Holdings plc,NYSE,26.85,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,NYSE,26,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hseb
HNP,"Huaneng Power International, Inc.",NYSE,24.13,$9.17B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,NYSE,103.17,$5.71B,2015,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",NYSE,50.9,$1.8B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hubs
HBM,HudBay Minerals Inc,NYSE,4.4,$1.04B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/hbm
HBM.WS,HudBay Minerals Inc,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hbm.ws
HPP,"Hudson Pacific Properties, Inc.",NYSE,32.21,$3.84B,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/hpp
HGT,Hugoton Royalty Trust,NYSE,2,$80M,1999,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,NYSE,167.42,$24.96B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hum
HII,"Huntington Ingalls Industries, Inc.",NYSE,146.75,$6.87B,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,NYSE,17.02,$4.05B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hun
H,Hyatt Hotels Corporation,NYSE,50.61,$6.73B,2009,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",NYSE,52.5,$860.51M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,NYSE,4.21,$1.9B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,NYSE,8.09,$23.52B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",NYSE,75.37,$3.8B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,NYSE,85.1,$6.49B,1989,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,NYSE,17.23,$397.12M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/idt
ITW,Illinois Tool Works Inc.,NYSE,114.02,$40.02B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itw
IMN,Imation Corporation,NYSE,0.5,$18.57M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/imn
IMAX,Imax Corporation,NYSE,31.05,$2.07B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/imax
IMPV,"Imperva, Inc.",NYSE,35.55,$1.16B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
ICD,"Independence Contract Drilling, Inc.",NYSE,3.98,$149.67M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,NYSE,17.3,$297.06M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc
IFN,"India Fund, Inc. (The)",NYSE,23.91,$690.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",NYSE,49.87,$2.49B,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
BLOX,Infoblox Inc.,NYSE,26.45,$1.47B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/blox
INFY,Infosys Limited,NYSE,15.04,$34.38B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",NYSE,16.01,$700.67M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hifr
ING,"ING Group, N.V.",NYSE,13.12,$50.78B,1997,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ing
INZ,"ING Group, N.V.",NYSE,25.81,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/inz
ISF,"ING Group, N.V.",NYSE,25.53,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",NYSE,25.3,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isg
ISP,"ING Group, N.V.",NYSE,25.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isp
IR,Ingersoll-Rand plc (Ireland),NYSE,68.75,$17.76B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,NYSE,45.09,$1.9B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt
IM,Ingram Micro Inc.,NYSE,38.25,$5.73B,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/im
INGR,Ingredion Incorporated,NYSE,128.24,$9.26B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ingr
IPHI,Inphi Corporation,NYSE,40.27,$1.64B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
NSP,"Insperity, Inc.",NYSE,67.7,$1.44B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
IBP,"Installed Building Products, Inc.",NYSE,33.75,$1.06B,2014,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",NYSE,20.3,$568.12M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,NYSE,22.2,$683.79M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itgr
I,Intelsat S.A.,NYSE,2.53,$298.03M,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,NYSE,53.37,$6.36B,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,NYSE,38.16,$7.51B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/ihg
IFF,"Internationa Flavors & Fragrances, Inc.",NYSE,128.66,$10.24B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff
IBM,International Business Machines Corporation,NYSE,152.43,$144.94B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
IGT,International Game Technology,NYSE,27.69,$5.54B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/igt
IP,International Paper Company,NYSE,43.98,$18.08B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ip
IOC,InterOil Corporation,NYSE,45.75,$2.29B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ioc
IPG,"Interpublic Group of Companies, Inc. (The)",NYSE,22.05,$8.75B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,NYSE,26.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,NYSE,36.73,$2.59B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
IL,"IntraLinks Holdings, Inc.",NYSE,9.74,$558.38M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/il
SNOW,"Intrawest Resorts Holdings, Inc.",NYSE,14.94,$594.17M,2014,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/snow
IPI,"Intrepid Potash, Inc",NYSE,1.11,$85.02M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/ipi
XON,Intrexon Corporation,NYSE,25.39,$3B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
IVC,Invacare Corporation,NYSE,9.5,$308.46M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc
INVN,"InvenSense, Inc.",NYSE,7.17,$671.75M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn
VBF,Invesco Bond Fund,NYSE,19.15,$217.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,NYSE,13.08,$625.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,NYSE,11.37,$842.45M,2007,n/a,n/a,http://www.nasdaq.com/symbol/vta
VLT,Invesco High Income Trust II,NYSE,13.7054,$111.27M,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,NYSE,14.74,$1.64B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,NYSE,25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^b
IVR^A,Invesco Mortgage Capital Inc.,NYSE,25.5801,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,NYSE,7.66,$363.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,NYSE,13.16,$886.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,NYSE,12.86,$711.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,NYSE,12.913,$307.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,NYSE,27.86,$11.38B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,NYSE,12.99,$686.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,NYSE,4.28,$770.55M,1998,n/a,n/a,http://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,NYSE,14,$272.43M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,NYSE,13.24,$717.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,NYSE,15.25,$717.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",NYSE,15.21,$500.52M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,NYSE,5.92,$719.47M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iret
IRET^.CL,Investors Real Estate Trust,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^.cl
IRET^B,Investors Real Estate Trust,NYSE,25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^b
NVTA,Invitae Corporation,NYSE,6.9,$222.63M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta
IO,Ion Geophysical Corporation,NYSE,6.35,$74.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/io
IRM,Iron Mountain Incorporated,NYSE,32.44,$8.55B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,NYSE,18.05,$1.04B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,NYSE,3.6,$4.68B,2014,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/icl
STAR          ,iStar Financial Inc.,NYSE,10.86,$772.98M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/star
STAR^D,iStar Financial Inc.,NYSE,24.4293,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^d
STAR^E,iStar Financial Inc.,NYSE,24.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^e
STAR^F,iStar Financial Inc.,NYSE,24.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^f
STAR^G,iStar Financial Inc.,NYSE,24.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^g
STAR^I,iStar Financial Inc.,NYSE,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,NYSE,13.09,$4.47B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,NYSE,11.31,$670.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itub
ITT,ITT Inc.,NYSE,33.26,$2.98B,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,NYSE,13.51,$223.82M,2013,n/a,n/a,http://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,NYSE,67.76,$242.46B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,NYSE,25.67,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,NYSE,27.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^b
JPM^D,J P Morgan Chase & Co,NYSE,25.3838,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^d
JPM^E,J P Morgan Chase & Co,NYSE,26.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,NYSE,26.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,NYSE,26.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,NYSE,26.82,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",NYSE,8.45,$124.22M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jax
JCP,"J.C. Penney Company, Inc. Holding Company",NYSE,8.2,$2.52B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),NYSE,129.27,$15.05B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm
JBL,"Jabil Circuit, Inc.",NYSE,20.45,$3.8B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,NYSE,49.25,$5.98B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec
JHX,James Hardie Industries plc.,NYSE,14.35,$6.39B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx
JNS,"Janus Capital Group, Inc",NYSE,12.47,$2.28B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns
JOF,Japan Smaller Capitalization Fund Inc,NYSE,10.7701,$305.16M,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof
JCAP,"Jernigan Capital, Inc.",NYSE,17.77,$105.98M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap
JKS,JinkoSolar Holding Company Limited,NYSE,14.68,$462.3M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,NYSE,5.5,$116.63M,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,NYSE,25.48,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,NYSE,25.351,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc
JBT,John Bean Technologies Corporation,NYSE,76.5,$2.23B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,NYSE,28,$520.69M,1994,n/a,n/a,http://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,NYSE,15.48,$189.08M,2011,n/a,n/a,http://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,NYSE,14.17,$165.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,NYSE,16.48,$143.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,NYSE,20.64,$438.63M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,NYSE,20.34,$528.61M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,NYSE,17.64,$556.86M,2003,n/a,n/a,http://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,NYSE,14.38,$694.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,NYSE,22.68,$802.64M,2004,n/a,n/a,http://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,NYSE,10.05,$107.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",NYSE,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,NYSE,115.11,$314.93B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,NYSE,40.88,$16.64B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",NYSE,3.65,$228.82M,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,NYSE,90.75,$4.1B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll
JOY,Joy Global Inc.,NYSE,27.84,$2.73B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/joy
JPEP,JP Energy Partners LP,NYSE,7.4,$271.24M,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/jpep
JFC,"JPMorgan China Region Fund, Inc.",NYSE,15.91,$102.58M,1992,n/a,n/a,http://www.nasdaq.com/symbol/jfc
JMEI,Jumei International Holding Limited,NYSE,4.76,$697.98M,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",NYSE,24.9,$9.54B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,NYSE,8.36,$250.22M,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",NYSE,5.14,$759.66M,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je
LRN,K12 Inc,NYSE,11.14,$452.93M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,NYSE,52.5,$572.11M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",NYSE,4.65,$209.62M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,NYSE,43.01,$1.17B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,NYSE,87.97,$9.46B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,NYSE,25.8,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,NYSE,17.94,$1.73B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",NYSE,38.94,$5.37B,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar
KATE,Kate Spade & Company,NYSE,15.57,$1.99B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate
KED,Kayne Anderson Energy Development Company,NYSE,17.5,$187.01M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",NYSE,10.03,$366.68M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",NYSE,13.69,$301.65M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,NYSE,18.21,$2.06B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,NYSE,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,NYSE,35.5,$13.39B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb
KBH,KB Home,NYSE,14.44,$1.22B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",NYSE,13.52,$1.93B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",NYSE,25.318,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap
KCG,"KCG Holdings, Inc.",NYSE,12.56,$1.09B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg
K,Kellogg Company,NYSE,73.67,$25.86B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,NYSE,3.63,$168M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem
